id,age,income,home_ownership,emplyment_length,loan_intent,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_on_file,credit_history_length,loan_approval_status,max_allowed_loan
18617,30,90000,RENT,0,PERSONAL,6000,12.87,0.07,Y,6,0,128977
18971,30,90000,RENT,2,EDUCATION,6000,8.9,0.07,N,6,0,128977
34782,30,90000,MORTGAGE,6,HOMEIMPROVEMENT,6000,9.91,0.07,N,9,0,128977
36368,30,90000,MORTGAGE,14,PERSONAL,6000,7.14,0.07,N,9,0,128977
41517,30,90000,RENT,3,VENTURE,6000,13.92,0.07,Y,5,0,128977
52072,30,90000,RENT,4,MEDICAL,6000,11.86,0.07,N,8,0,128977
56355,30,90000,RENT,0,EDUCATION,6000,8.9,0.07,N,8,0,128977
14724,27,100000,MORTGAGE,11,PERSONAL,6000,7.51,0.06,N,6,0,128979
15040,27,100000,MORTGAGE,3,DEBTCONSOLIDATION,6000,8.94,0.06,N,6,0,128979
19295,27,100000,RENT,1,HOMEIMPROVEMENT,6000,6.62,0.06,N,10,0,128979
21579,27,100000,MORTGAGE,5,HOMEIMPROVEMENT,6000,11.83,0.06,N,10,0,128979
25647,27,100000,MORTGAGE,4,HOMEIMPROVEMENT,6000,7.14,0.06,N,5,0,128979
28039,27,100000,MORTGAGE,11,DEBTCONSOLIDATION,6000,6.62,0.06,N,10,0,128979
42638,27,100000,MORTGAGE,0,MEDICAL,6000,8.59,0.06,N,7,0,128979
44401,27,100000,MORTGAGE,11,VENTURE,6000,7.14,0.06,N,6,0,128979
53695,27,100000,MORTGAGE,11,HOMEIMPROVEMENT,6000,10.25,0.06,N,9,0,128979
25674,28,95000,MORTGAGE,7,DEBTCONSOLIDATION,4000,7.88,0.04,N,7,0,128982
55186,28,95000,MORTGAGE,0,PERSONAL,4000,7.43,0.04,N,7,0,128982
4219,33,80000,MORTGAGE,4,VENTURE,3000,8.9,0.04,N,9,0,128982
55019,30,88000,MORTGAGE,3,EDUCATION,3000,7.68,0.03,N,8,0,128984
19896,29,90000,MORTGAGE,9,PERSONAL,1500,12.42,0.02,N,8,0,128989
43759,47,75000,MORTGAGE,2,VENTURE,12000,10.99,0.16,N,16,0,128990
18185,46,75000,MORTGAGE,3,PERSONAL,9000,5.99,0.12,N,12,0,128991
50636,23,124800,MORTGAGE,2,DEBTCONSOLIDATION,14500,6.62,0.12,N,4,0,128992
13600,26,100000,RENT,3,VENTURE,1000,16.29,0.01,Y,3,0,128992
52448,26,100000,MORTGAGE,2,PERSONAL,1000,5.79,0.01,N,4,0,128992
14477,27,103000,MORTGAGE,11,PERSONAL,10000,6.62,0.1,N,6,0,129023
57673,27,103000,RENT,11,PERSONAL,10000,12.68,0.1,Y,6,0,129023
28874,33,80038,RENT,3,PERSONAL,3000,5.79,0.04,N,10,0,129045
17768,27,106800,MORTGAGE,1,VENTURE,15000,12.53,0.14,Y,10,0,129147
20977,53,85000,RENT,1,PERSONAL,6000,5.42,0.07,N,25,0,129147
22133,36,79000,MORTGAGE,7,HOMEIMPROVEMENT,13000,6.92,0.17,N,15,0,129159
348,32,87000,MORTGAGE,4,DEBTCONSOLIDATION,10000,7.51,0.11,N,6,0,129168
24023,37,77954,RENT,9,DEBTCONSOLIDATION,15000,12.73,0.18,N,16,0,129170
26398,31,84000,MORTGAGE,6,MEDICAL,1000,7.9,0.01,N,6,0,129190
41751,49,70000,MORTGAGE,1,VENTURE,8000,12.21,0.11,N,12,0,129190
43062,39,75000,RENT,7,DEBTCONSOLIDATION,17000,7.88,0.21,N,11,0,129199
55373,31,95000,RENT,3,DEBTCONSOLIDATION,18000,10.99,0.19,N,9,0,129208
14256,37,75000,MORTGAGE,6,DEBTCONSOLIDATION,9500,6.03,0.13,N,14,0,129214
34813,30,95000,MORTGAGE,4,HOMEIMPROVEMENT,13200,12.42,0.14,N,9,0,129266
397,30,91800,MORTGAGE,13,MEDICAL,8400,11.99,0.09,N,8,0,129273
873,33,82000,MORTGAGE,3,MEDICAL,6000,10.99,0.07,N,8,0,129274
17932,33,82000,MORTGAGE,2,HOMEIMPROVEMENT,6000,5.42,0.07,N,6,0,129274
50356,33,82000,MORTGAGE,5,VENTURE,6000,7.49,0.07,N,5,0,129274
40957,25,106000,RENT,0,MEDICAL,3200,9.99,0.03,N,4,0,129286
16198,41,88000,RENT,2,EDUCATION,15000,5.42,0.17,N,12,0,129310
52459,27,102500,MORTGAGE,3,HOMEIMPROVEMENT,9000,7.66,0.09,N,9,0,129349
7918,34,81996,RENT,1,MEDICAL,10000,13.61,0.12,N,5,0,129359
34207,34,82000,MORTGAGE,11,VENTURE,10000,7.51,0.12,N,7,0,129366
49968,32,86500,MORTGAGE,4,DEBTCONSOLIDATION,9000,7.14,0.11,N,8,0,129370
138,28,96000,MORTGAGE,12,PERSONAL,5000,12.69,0.05,N,6,0,129380
2548,24,112000,RENT,8,EDUCATION,5000,9.25,0.04,N,3,0,129383
12536,24,112000,RENT,8,DEBTCONSOLIDATION,5000,12.69,0.04,N,2,0,129383
14417,41,85000,MORTGAGE,3,VENTURE,10000,6.03,0.12,N,16,0,129391
12377,42,80000,OWN,8,PERSONAL,5000,9.99,0.06,N,12,0,129393
12752,23,115154,RENT,7,VENTURE,3000,14.27,0.03,Y,4,0,129415
27538,30,95000,MORTGAGE,14,VENTURE,13000,13.72,0.14,N,6,0,129466
6536,23,130000,MORTGAGE,0,EDUCATION,20000,11.49,0.15,N,2,0,129467
9704,23,130000,MORTGAGE,5,EDUCATION,20000,12.53,0.15,N,3,0,129467
11005,23,130000,MORTGAGE,7,PERSONAL,20000,15.62,0.15,N,3,0,129467
53341,39,70000,MORTGAGE,0,HOMEIMPROVEMENT,7000,7.74,0.1,N,16,0,129467
2957,31,90000,RENT,11,VENTURE,10000,10.99,0.11,N,6,0,129469
18066,31,90000,MORTGAGE,2,PERSONAL,10000,7.88,0.11,N,6,0,129469
22497,31,90000,RENT,3,PERSONAL,10000,11.49,0.11,N,6,0,129469
23126,31,90000,RENT,10,DEBTCONSOLIDATION,10000,12.21,0.11,N,6,0,129469
25605,31,90000,MORTGAGE,4,VENTURE,10000,11.99,0.11,N,10,0,129469
49592,31,90000,MORTGAGE,2,HOMEIMPROVEMENT,10000,5.99,0.11,N,5,0,129469
43903,24,120000,MORTGAGE,8,PERSONAL,14500,7.49,0.12,N,3,0,129471
44332,34,90000,RENT,4,PERSONAL,23475,11.36,0.27,N,9,0,129473
9006,25,110000,MORTGAGE,9,VENTURE,8000,7.9,0.07,N,3,0,129478
20982,25,110000,MORTGAGE,3,EDUCATION,8000,10.99,0.07,N,2,0,129478
21523,25,110000,RENT,3,PERSONAL,8000,13.16,0.07,N,4,0,129478
43351,25,110000,MORTGAGE,9,MEDICAL,8000,11.49,0.07,N,2,0,129478
56131,27,100000,MORTGAGE,7,PERSONAL,5500,6.03,0.06,N,7,0,129480
26108,24,110000,RENT,0,PERSONAL,2500,9.91,0.02,N,3,0,129488
52677,32,96000,MORTGAGE,4,DEBTCONSOLIDATION,24000,9.99,0.25,N,8,0,129550
28622,32,90000,MORTGAGE,16,EDUCATION,14400,9.32,0.16,N,10,0,129562
33260,24,121000,RENT,8,HOMEIMPROVEMENT,15600,9.91,0.13,N,4,0,129570
12287,24,120000,MORTGAGE,2,VENTURE,14400,17.58,0.12,N,3,0,129571
47210,39,68000,MORTGAGE,0,PERSONAL,3000,7.88,0.04,N,17,0,129579
33511,43,87000,MORTGAGE,5,VENTURE,20000,10.38,0.23,N,14,0,129629
5648,30,95000,MORTGAGE,5,DEBTCONSOLIDATION,12800,10.65,0.13,N,8,0,129666
12909,29,93600,RENT,1,PERSONAL,6000,7.88,0.06,N,10,0,129698
39912,50,68608,RENT,21,VENTURE,7500,10.33,0.11,N,6,0,129706
35814,22,140000,MORTGAGE,6,EDUCATION,24250,16.4,0.17,N,2,0,129716
6736,27,105000,MORTGAGE,4,MEDICAL,12000,7.66,0.11,N,5,0,129720
22553,27,105000,MORTGAGE,3,DEBTCONSOLIDATION,12000,12.53,0.11,Y,9,0,129720
44602,27,105000,RENT,2,HOMEIMPROVEMENT,12000,8.88,0.11,N,6,0,129720
46350,27,105000,MORTGAGE,11,HOMEIMPROVEMENT,12000,15.99,0.11,Y,9,0,129720
16010,29,95000,MORTGAGE,13,VENTURE,8000,8.59,0.09,N,5,0,129724
20634,25,108600,MORTGAGE,2,MEDICAL,6000,12.87,0.06,N,3,0,129731
17257,31,85000,MORTGAGE,0,EDUCATION,2000,7.49,0.02,N,10,0,129736
52732,26,105600,RENT,3,MEDICAL,7500,7.9,0.07,N,4,0,129757
32856,30,93500,RENT,1,DEBTCONSOLIDATION,10450,11.99,0.11,N,10,0,129769
6140,27,99996,MORTGAGE,11,HOMEIMPROVEMENT,5200,5.42,0.05,N,9,0,129775
52080,37,72600,RENT,5,VENTURE,4500,9.99,0.06,N,14,0,129785
26071,27,98004,MORTGAGE,11,DEBTCONSOLIDATION,2500,13.99,0.03,N,9,0,129792
12271,43,80000,MORTGAGE,1,VENTURE,7800,11.49,0.09,N,11,0,129792
46758,34,81960,RENT,1,HOMEIMPROVEMENT,9500,7.29,0.12,N,10,0,129799
30345,53,92341,RENT,8,PERSONAL,17000,14.96,0.19,N,22,0,129818
21958,38,81000,RENT,7,HOMEIMPROVEMENT,24000,12.18,0.3,N,11,0,129841
19192,24,112000,MORTGAGE,8,DEBTCONSOLIDATION,4500,7.49,0.04,N,3,0,129884
7123,29,96500,MORTGAGE,1,DEBTCONSOLIDATION,10000,10.25,0.1,N,9,0,129896
17272,34,83500,MORTGAGE,1,EDUCATION,12000,12.23,0.14,N,8,0,129913
50054,43,86004,RENT,2,DEBTCONSOLIDATION,18000,10.75,0.21,N,15,0,129916
1673,31,100000,MORTGAGE,0,MEDICAL,25000,12.18,0.25,N,7,0,129951
56431,31,100000,MORTGAGE,0,VENTURE,25000,11.48,0.25,N,5,0,129951
38080,30,99996,RENT,14,HOMEIMPROVEMENT,20000,13.49,0.2,N,7,0,129952
32136,28,110000,MORTGAGE,4,DEBTCONSOLIDATION,24000,13.92,0.22,N,9,0,129957
16427,32,90000,RENT,5,EDUCATION,14000,13.85,0.16,Y,5,0,129962
30535,32,90000,RENT,2,MEDICAL,14000,8.94,0.16,N,6,0,129962
7909,29,100000,RENT,5,VENTURE,15000,13.49,0.15,N,5,0,129964
22813,29,100000,MORTGAGE,2,HOMEIMPROVEMENT,15000,11.14,0.15,N,6,0,129964
23348,29,100000,MORTGAGE,2,VENTURE,15000,6.17,0.15,N,8,0,129964
24769,29,100000,RENT,3,HOMEIMPROVEMENT,15000,8.94,0.15,N,9,0,129964
35601,29,100000,RENT,2,HOMEIMPROVEMENT,15000,7.88,0.15,N,8,0,129964
42573,29,100000,MORTGAGE,1,VENTURE,15000,6.62,0.15,N,9,0,129964
7970,25,120000,MORTGAGE,9,EDUCATION,20000,11.99,0.17,N,4,0,129965
10982,25,120000,RENT,4,HOMEIMPROVEMENT,20000,14.84,0.17,Y,3,0,129965
11590,25,120000,MORTGAGE,9,VENTURE,20000,13.06,0.17,Y,2,0,129965
18106,25,120000,MORTGAGE,6,EDUCATION,20000,7.49,0.16,N,3,0,129965
19215,25,120000,RENT,9,MEDICAL,20000,10.99,0.17,N,4,0,129965
19819,25,120000,MORTGAGE,9,EDUCATION,20000,13.8,0.17,Y,3,0,129965
24489,25,120000,MORTGAGE,5,HOMEIMPROVEMENT,20000,11.14,0.17,N,3,0,129965
26293,25,120000,MORTGAGE,9,PERSONAL,20000,13.57,0.17,Y,4,0,129965
29611,25,120000,MORTGAGE,9,DEBTCONSOLIDATION,20000,13.85,0.17,N,3,0,129965
31028,25,120000,MORTGAGE,9,EDUCATION,20000,7.9,0.17,N,4,0,129965
32490,25,120000,RENT,5,EDUCATION,20000,13.85,0.17,Y,4,0,129965
45967,25,120000,MORTGAGE,9,DEBTCONSOLIDATION,20000,6.54,0.17,N,2,0,129965
53537,25,120000,MORTGAGE,9,PERSONAL,20000,6.99,0.17,N,2,0,129965
56577,25,120000,MORTGAGE,4,PERSONAL,20000,15.65,0.17,Y,2,0,129965
31926,35,80000,RENT,0,DEBTCONSOLIDATION,10000,8.59,0.13,N,7,0,129965
37399,35,80000,RENT,5,MEDICAL,10000,14.27,0.13,N,5,0,129965
51160,22,140000,MORTGAGE,7,DEBTCONSOLIDATION,24000,7.88,0.17,N,2,0,129966
35863,28,99996,MORTGAGE,6,VENTURE,10000,5.42,0.1,N,7,0,129966
55175,32,84996,OWN,1,MEDICAL,6000,13.35,0.07,N,9,0,129969
46526,39,70000,RENT,0,EDUCATION,6500,9.63,0.09,N,16,0,129969
36205,24,120000,MORTGAGE,9,HOMEIMPROVEMENT,14000,11.14,0.12,N,2,0,129972
1339,28,100000,MORTGAGE,0,DEBTCONSOLIDATION,10000,8.59,0.1,N,8,0,129972
11073,28,100000,MORTGAGE,13,DEBTCONSOLIDATION,10000,5.42,0.1,N,5,0,129972
12657,28,100000,MORTGAGE,2,PERSONAL,10000,11.89,0.1,N,7,0,129972
12949,28,100000,MORTGAGE,2,PERSONAL,10000,10.99,0.1,N,8,0,129972
24400,28,100000,MORTGAGE,4,MEDICAL,10000,7.49,0.1,N,8,0,129972
25648,28,100000,MORTGAGE,3,DEBTCONSOLIDATION,10000,5.79,0.1,N,7,0,129972
30187,28,100000,MORTGAGE,11,HOMEIMPROVEMENT,10000,9.07,0.1,N,8,0,129972
37035,28,100000,MORTGAGE,1,PERSONAL,10000,7.51,0.1,N,7,0,129972
37175,28,100000,MORTGAGE,12,PERSONAL,10000,7.49,0.1,N,6,0,129972
37315,28,100000,RENT,1,DEBTCONSOLIDATION,10000,13.57,0.1,Y,6,0,129972
41639,28,100000,MORTGAGE,12,MEDICAL,10000,6.62,0.1,N,6,0,129972
44487,28,100000,RENT,12,DEBTCONSOLIDATION,10000,6.92,0.1,N,10,0,129972
49196,28,100000,RENT,1,EDUCATION,10000,11.14,0.1,N,8,0,129972
2527,38,69996,OWN,14,EDUCATION,3000,7.49,0.04,N,11,0,129972
454,24,116664,RENT,8,EDUCATION,10000,10.75,0.09,N,3,0,129973
43941,34,80000,MORTGAGE,5,VENTURE,6000,6.03,0.07,N,8,0,129974
57749,34,80000,MORTGAGE,2,VENTURE,6000,10,0.07,N,8,0,129974
22878,25,110000,MORTGAGE,9,HOMEIMPROVEMENT,7500,5.42,0.07,N,4,0,129978
1262,23,120000,MORTGAGE,5,EDUCATION,8000,7.29,0.07,N,3,0,129979
11985,23,120000,MORTGAGE,7,EDUCATION,8000,9.99,0.07,N,2,0,129979
21398,23,120000,RENT,1,PERSONAL,8000,7.51,0.07,N,2,0,129979
22432,23,120000,MORTGAGE,7,EDUCATION,8000,5.42,0.07,N,4,0,129979
24506,23,120000,OWN,7,EDUCATION,8000,10.99,0.07,N,2,0,129979
25681,23,120000,MORTGAGE,7,MEDICAL,8000,14.79,0.07,Y,3,0,129979
34244,23,120000,MORTGAGE,7,DEBTCONSOLIDATION,8000,10,0.07,N,2,0,129979
36123,23,120000,MORTGAGE,3,PERSONAL,8000,11.49,0.07,N,2,0,129979
48128,23,120000,MORTGAGE,7,VENTURE,8000,15.68,0.07,N,4,0,129979
19329,30,90000,RENT,5,PERSONAL,5000,8.49,0.06,N,8,0,129979
28575,30,90000,OWN,14,MEDICAL,5000,15.27,0.06,N,6,0,129979
7443,22,125000,MORTGAGE,6,EDUCATION,7500,7.88,0.06,N,3,0,129981
46599,22,125000,RENT,6,VENTURE,7500,8,0.06,N,2,0,129981
14,27,100000,RENT,1,HOMEIMPROVEMENT,5000,13.57,0.05,Y,7,0,129981
17021,27,100000,MORTGAGE,4,PERSONAL,5000,12.99,0.05,N,7,0,129981
17139,27,100000,MORTGAGE,11,EDUCATION,5000,9.99,0.05,N,6,0,129981
19269,27,100000,RENT,1,DEBTCONSOLIDATION,5000,7.49,0.05,N,9,0,129981
23958,27,100000,MORTGAGE,4,MEDICAL,5000,8.32,0.05,N,7,0,129981
35972,27,100000,MORTGAGE,3,VENTURE,5000,6.92,0.05,N,10,0,129981
53981,27,100000,MORTGAGE,9,HOMEIMPROVEMENT,5000,7.74,0.05,N,6,0,129981
404,50,75000,RENT,0,EDUCATION,20000,6.91,0.27,N,14,0,129987
13563,50,68000,MORTGAGE,2,PERSONAL,6000,11.49,0.09,N,13,0,129991
53461,28,100016,MORTGAGE,13,VENTURE,10000,13.98,0.1,Y,10,0,129994
41089,34,82500,MORTGAGE,0,MEDICAL,10200,13.72,0.13,N,7,0,130016
21723,29,91992,RENT,0,PERSONAL,3350,14.72,0.04,N,7,0,130022
3376,24,118400,MORTGAGE,8,EDUCATION,12000,13.49,0.1,Y,4,0,130054
25620,29,98000,MORTGAGE,3,VENTURE,12000,7.51,0.12,N,9,0,130068
18894,37,74400,OWN,21,EDUCATION,7500,7.29,0.1,N,14,0,130108
34079,30,100111,MORTGAGE,14,EDUCATION,20000,15.23,0.2,Y,9,0,130124
27046,36,84000,RENT,5,EDUCATION,21000,15.31,0.25,N,15,0,130148
48489,38,72000,MORTGAGE,8,HOMEIMPROVEMENT,6600,7.51,0.09,N,13,0,130169
9070,24,121000,MORTGAGE,3,EDUCATION,15000,12.73,0.13,Y,4,0,130171
813,22,130000,MORTGAGE,4,PERSONAL,12800,15.7,0.1,Y,3,0,130175
35100,30,90000,MORTGAGE,13,DEBTCONSOLIDATION,4800,5.79,0.06,N,8,0,130179
51728,30,90000,MORTGAGE,14,VENTURE,4800,8.49,0.05,N,5,0,130179
50096,27,100000,RENT,3,DEBTCONSOLIDATION,4800,9.62,0.05,N,6,0,130181
50802,26,104000,MORTGAGE,8,EDUCATION,5000,12.69,0.05,N,4,0,130182
54252,26,103240,MORTGAGE,10,DEBTCONSOLIDATION,4000,10.59,0.04,N,3,0,130196
12498,27,115000,MORTGAGE,1,HOMEIMPROVEMENT,25000,14.96,0.22,N,10,0,130207
29281,27,115000,MORTGAGE,3,EDUCATION,25000,11.86,0.22,N,8,0,130207
31215,27,115000,MORTGAGE,3,DEBTCONSOLIDATION,25000,12.18,0.22,N,7,0,130207
54004,27,115000,MORTGAGE,11,HOMEIMPROVEMENT,25000,10.59,0.22,N,10,0,130207
38078,31,95000,MORTGAGE,6,DEBTCONSOLIDATION,17000,6.03,0.18,N,5,0,130210
55941,31,95000,MORTGAGE,15,VENTURE,17000,8.49,0.18,N,8,0,130210
30274,32,86400,MORTGAGE,16,MEDICAL,8000,6.03,0.09,N,6,0,130211
14612,33,85000,MORTGAGE,17,PERSONAL,10000,7.14,0.12,N,6,0,130217
17949,33,85000,MORTGAGE,2,EDUCATION,10000,7.88,0.12,N,5,0,130217
22404,33,85000,RENT,4,PERSONAL,10000,10.25,0.12,N,10,0,130217
30306,33,85000,MORTGAGE,1,MEDICAL,10000,12.99,0.12,Y,6,0,130217
52297,33,85000,RENT,2,EDUCATION,10000,10.75,0.11,N,10,0,130217
50633,29,95000,RENT,4,EDUCATION,7500,7.74,0.08,N,10,0,130225
13131,46,79500,MORTGAGE,0,VENTURE,16000,10.74,0.2,N,15,0,130269
33084,23,122000,MORTGAGE,8,PERSONAL,10000,13.49,0.08,Y,2,0,130277
49164,23,122000,MORTGAGE,3,EDUCATION,10000,12.73,0.08,N,4,0,130277
34523,34,79000,MORTGAGE,12,HOMEIMPROVEMENT,4000,6.76,0.05,N,10,0,130278
29889,27,103200,MORTGAGE,8,DEBTCONSOLIDATION,9000,6.76,0.09,N,5,0,130294
22401,27,102500,MORTGAGE,3,HOMEIMPROVEMENT,8000,5.79,0.08,N,10,0,130351
6250,39,72000,MORTGAGE,3,EDUCATION,10000,12.18,0.14,N,11,0,130361
52934,39,72000,MORTGAGE,4,HOMEIMPROVEMENT,10000,5.42,0.14,N,11,0,130361
13235,32,90000,RENT,2,EDUCATION,13600,7.66,0.15,N,5,0,130363
46204,24,127000,OWN,8,VENTURE,22000,14.83,0.19,Y,2,0,130364
21071,36,78000,MORTGAGE,19,HOMEIMPROVEMENT,10000,10.37,0.13,N,15,0,130364
21431,29,100970,MORTGAGE,7,EDUCATION,16000,7.51,0.16,N,9,0,130370
36667,27,104000,RENT,2,VENTURE,10000,8.94,0.1,N,7,0,130373
29050,26,108000,MORTGAGE,7,EDUCATION,10000,10.65,0.09,N,3,0,130374
41619,26,108000,MORTGAGE,10,HOMEIMPROVEMENT,10000,10.99,0.09,N,3,0,130374
13767,31,88000,RENT,4,MEDICAL,6000,7.14,0.07,N,7,0,130376
54584,28,96000,MORTGAGE,12,MEDICAL,4000,9.32,0.04,N,5,0,130382
28184,33,80000,MORTGAGE,2,HOMEIMPROVEMENT,1600,10.99,0.02,N,5,0,130387
1201,42,80000,RENT,0,MEDICAL,4000,7.9,0.05,N,14,0,130394
8735,38,75000,MORTGAGE,5,PERSONAL,12000,6.62,0.16,N,12,0,130458
18110,38,75000,MORTGAGE,5,DEBTCONSOLIDATION,12000,5.99,0.16,N,16,0,130458
57751,38,75000,MORTGAGE,3,DEBTCONSOLIDATION,12000,7.51,0.16,N,15,0,130458
44699,26,115000,RENT,7,VENTURE,19000,16.29,0.17,Y,2,0,130464
21645,27,110000,MORTGAGE,4,VENTURE,18000,9.91,0.16,N,8,0,130464
46874,27,110000,RENT,0,HOMEIMPROVEMENT,18000,13.49,0.16,N,6,0,130464
26922,30,95000,MORTGAGE,6,VENTURE,12000,8.94,0.13,N,5,0,130467
14331,31,90000,MORTGAGE,5,PERSONAL,9000,7.14,0.1,N,7,0,130471
31603,27,102000,RENT,0,EDUCATION,7200,6.91,0.07,N,6,0,130477
15018,23,120000,MORTGAGE,3,VENTURE,7500,6.03,0.06,N,2,0,130480
22613,23,120000,MORTGAGE,0,PERSONAL,7500,8.32,0.06,N,4,0,130480
32361,23,120000,MORTGAGE,3,MEDICAL,7500,7.14,0.06,N,2,0,130480
5848,26,105000,MORTGAGE,10,HOMEIMPROVEMENT,6000,7.49,0.06,N,3,0,130480
25225,26,105000,MORTGAGE,2,EDUCATION,6000,7.51,0.06,N,3,0,130480
27212,26,105000,MORTGAGE,6,PERSONAL,6000,7.74,0.06,N,3,0,130480
44983,26,105000,MORTGAGE,2,MEDICAL,6000,10.99,0.06,N,3,0,130480
11465,28,95000,MORTGAGE,4,MEDICAL,2500,13.72,0.03,N,6,0,130486
53564,33,82150,RENT,4,HOMEIMPROVEMENT,5000,7.51,0.06,N,9,0,130524
30460,29,95000,MORTGAGE,4,VENTURE,7200,7.29,0.08,N,9,0,130525
35784,42,92000,MORTGAGE,17,DEBTCONSOLIDATION,24000,10.25,0.26,N,12,0,130548
24073,37,75996,MORTGAGE,9,EDUCATION,10000,11.99,0.13,N,12,0,130556
27716,31,92000,MORTGAGE,0,MEDICAL,12000,6.62,0.13,N,7,0,130566
43360,31,92004,RENT,6,EDUCATION,12000,14.46,0.13,N,5,0,130572
4121,28,99000,MORTGAGE,0,PERSONAL,8000,12.68,0.08,Y,6,0,130575
16196,32,86004,MORTGAGE,16,EDUCATION,7000,12.61,0.08,Y,9,0,130580
26495,29,97000,MORTGAGE,6,MEDICAL,10000,11.71,0.1,N,7,0,130621
8208,52,85000,RENT,6,DEBTCONSOLIDATION,1950,14.22,0.02,Y,25,0,130648
2670,27,102000,RENT,2,PERSONAL,7000,11.46,0.07,N,5,0,130677
52878,24,115275,RENT,7,EDUCATION,7600,17.49,0.07,N,3,0,130709
19071,29,95000,MORTGAGE,5,EDUCATION,7000,9.62,0.07,N,8,0,130726
35128,29,95000,MORTGAGE,5,HOMEIMPROVEMENT,7000,9.91,0.07,N,7,0,130726
56253,28,99473,MORTGAGE,12,EDUCATION,8500,11.58,0.09,N,5,0,130736
52415,26,116004,MORTGAGE,9,VENTURE,20000,12.21,0.18,N,2,0,130768
31958,36,76000,MORTGAGE,4,HOMEIMPROVEMENT,6000,14.79,0.08,Y,14,0,130772
11825,36,75000,MORTGAGE,4,HOMEIMPROVEMENT,4200,14.27,0.06,Y,15,0,130777
20710,23,120000,MORTGAGE,7,EDUCATION,7200,6.03,0.06,N,3,0,130780
34608,23,120000,MORTGAGE,5,PERSONAL,7200,11.99,0.06,N,3,0,130780
52642,23,120000,MORTGAGE,7,VENTURE,7200,5.42,0.06,N,4,0,130780
56637,23,120000,MORTGAGE,3,DEBTCONSOLIDATION,7200,9.99,0.06,N,2,0,130780
56678,33,80000,OWN,2,VENTURE,1200,8.94,0.02,N,10,0,130789
20246,44,80000,MORTGAGE,5,MEDICAL,10000,11.14,0.13,N,11,0,130791
34250,42,80000,RENT,2,EDUCATION,3600,12.99,0.04,N,12,0,130794
34573,42,80000,RENT,0,MEDICAL,3600,5.79,0.04,N,14,0,130794
26008,36,74360,MORTGAGE,0,EDUCATION,3000,14.35,0.04,N,13,0,130828
5344,39,70000,RENT,2,EDUCATION,5600,8,0.08,N,16,0,130871
40842,23,118000,MORTGAGE,7,DEBTCONSOLIDATION,4800,10.99,0.04,N,3,0,130884
1928,41,85000,MORTGAGE,20,DEBTCONSOLIDATION,8500,7.42,0.1,N,12,0,130892
14117,36,74970,RENT,3,VENTURE,4000,6.99,0.05,N,13,0,130923
569,38,80000,MORTGAGE,9,HOMEIMPROVEMENT,21000,10.59,0.26,N,12,0,130945
36519,32,95000,MORTGAGE,9,EDUCATION,21000,10.25,0.22,N,8,0,130954
3693,26,120000,MORTGAGE,4,HOMEIMPROVEMENT,25000,7.49,0.21,N,4,0,130959
11226,26,120000,RENT,0,HOMEIMPROVEMENT,25000,14.11,0.21,N,4,0,130959
17989,26,120000,MORTGAGE,2,EDUCATION,25000,10.99,0.21,N,4,0,130959
43077,26,120000,MORTGAGE,10,EDUCATION,25000,15.31,0.21,N,3,0,130959
45535,26,120000,MORTGAGE,4,HOMEIMPROVEMENT,25000,10.99,0.21,N,2,0,130959
8171,24,130000,MORTGAGE,3,EDUCATION,25000,10.59,0.18,N,4,0,130962
26804,24,130000,MORTGAGE,0,PERSONAL,25000,11.49,0.19,N,4,0,130962
41253,24,130000,MORTGAGE,0,EDUCATION,25000,13.79,0.19,Y,2,0,130962
49150,24,130000,MORTGAGE,2,PERSONAL,25000,11.83,0.19,N,2,0,130962
47070,28,105000,MORTGAGE,2,HOMEIMPROVEMENT,16000,12.98,0.16,N,7,0,130965
19424,29,100000,MORTGAGE,2,DEBTCONSOLIDATION,14000,13.23,0.14,N,9,0,130966
27183,29,100000,MORTGAGE,5,VENTURE,14000,7.88,0.14,N,5,0,130966
40697,29,100000,MORTGAGE,0,MEDICAL,14000,10.37,0.14,N,8,0,130966
22893,24,125000,MORTGAGE,2,HOMEIMPROVEMENT,19000,11.48,0.15,N,3,0,130967
36781,35,80000,RENT,4,DEBTCONSOLIDATION,9000,5.79,0.11,N,5,0,130967
46567,37,75000,RENT,2,VENTURE,7750,11.66,0.1,N,15,0,130967
7594,26,110000,MORTGAGE,10,VENTURE,12000,6.54,0.11,N,3,0,130972
8248,26,110000,MORTGAGE,10,DEBTCONSOLIDATION,12000,10.74,0.11,N,2,0,130972
15415,26,110000,MORTGAGE,0,EDUCATION,12000,8.49,0.11,N,2,0,130972
15444,26,110000,RENT,3,HOMEIMPROVEMENT,12000,7.88,0.11,N,3,0,130972
22648,26,110000,RENT,1,HOMEIMPROVEMENT,12000,12.87,0.11,Y,3,0,130972
23727,26,110000,MORTGAGE,1,HOMEIMPROVEMENT,12000,6.91,0.11,N,4,0,130972
33267,26,110000,RENT,10,DEBTCONSOLIDATION,12000,7.9,0.11,N,2,0,130972
34424,26,110000,MORTGAGE,5,EDUCATION,12000,10.99,0.11,N,3,0,130972
44038,26,110000,MORTGAGE,7,VENTURE,12000,9.99,0.11,N,2,0,130972
52618,26,110000,MORTGAGE,8,DEBTCONSOLIDATION,12000,6.62,0.11,N,3,0,130972
